,name,cate_1,cate_2,cate_3,state,dong,lon,lat
39659,다이소,종합소매점,잡화점,그외 기타 종합 소매업,성북구,종암동,37.5988126794872,127.034115998549
39702,연어사랑1,일식/수산물,수산물전문음식점-종합,한식 음식점업,동대문구,제기동,37.5879753789013,127.03549025392999
39704,돈까스전문점고대지점,양식,돈가스전문점,서양식 음식점업,성북구,종암동,37.5925232175345,127.03519376697201
39715,카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,정릉4동,37.6164368666684,127.00910417843201
39741,규범곱창,한식,곱창/양구이전문,한식 음식점업,동대문구,회기동,37.590922248165,127.053354420874
39781,부일포차,유흥주점,소주방/포장마차,기타 주점업,동대문구,장안2동,37.5698838442562,127.07048780737301
39783,메가엠지씨커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,장위1동,37.6138494429076,127.04276777628999
39833,봉추찜닭,닭/오리요리,찜닭전문점,한식 음식점업,동대문구,장안1동,37.562347565345995,127.065476564871
39836,화통쌈,한식,쌈밥전문,한식 음식점업,동대문구,장안1동,37.5625712275811,127.066413253197
40069,성은전기스팀보일러,종합소매점,시장/종합상가,기타 음·식료품 위주 종합 소매업,동대문구,전농1동,37.5755202067106,127.047356841404
40129,카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,정릉4동,37.6109728178495,127.00865566874901
40189,골목안보리밥,한식,보리밥전문,한식 음식점업,성북구,석관동,37.608286064416205,127.05908052998998
40198,고기카페,한식,갈비/삼겹살,한식 음식점업,동대문구,장안2동,37.5792071594154,127.07016812614599
40284,GS25,종합소매점,편의점,체인화 편의점,동대문구,답십리2동,37.5677061192452,127.061730674442
40373,국민찹쌀꽈배기,패스트푸드,도너츠전문,제과점업,동대문구,답십리2동,37.5673651946281,127.061916067393
40378,땡큐맘치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,성북구,종암동,37.5980649396537,127.03965197851801
40523,철판요리힐,분식,라면김밥분식,분식 및 김밥 전문점,동대문구,답십리2동,37.5733723738672,127.063833162185
40541,경동도시락,패스트푸드,도시락전문점,한식 음식점업,동대문구,제기동,37.5790306472822,127.039126646871
40592,영동교집,유흥주점,호프/맥주,기타 주점업,동대문구,장안1동,37.563481160844496,127.065258658983
40593,연안식당,한식,한식/백반/한정식,한식 음식점업,동대문구,용신동,37.5764162991005,127.037858311665
40614,두산위브센트로상가,종합소매점,시장/종합상가,기타 음·식료품 위주 종합 소매업,성북구,월곡1동,37.6074639935496,127.038693032005
40624,비나케이크,제과제빵떡케익,케익전문점,제과점업,성북구,보문동,37.5883035928484,127.01846766174
40695,투다리,유흥주점,꼬치구이전문점,기타 주점업,성북구,정릉2동,37.6069812282718,127.010803910685
40719,성북동잡화점,종합소매점,잡화점,그외 기타 종합 소매업,성북구,성북동,37.5933692915793,126.995130977974
40743,십칠,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",동대문구,회기동,37.5923460238441,127.053370356935
40764,먹거리식당,한식,한식/백반/한정식,한식 음식점업,동대문구,용신동,37.5783935286241,127.029534261425
40806,아차산매운떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,성북구,동선동,37.5917519989685,127.01707488422899
40852,고추장불백,한식,갈비/삼겹살,한식 음식점업,동대문구,전농1동,37.584177586785394,127.05274917487199
40875,카페게이트,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,안암동,37.585430480271796,127.029510846458
40910,북촌손만두청량리점,한식,한식/백반/한정식,한식 음식점업,동대문구,전농1동,37.584191612424995,127.051129904848
40955,주아필라테스,요가/단전/마사지,요가/단식,기타 미용관련 서비스업,성북구,장위3동,37.620572812041296,127.046306484453
41058,사르르아이스크림,패스트푸드,아이스크림판매,제과점업,동대문구,휘경2동,37.5814574518806,127.073310279227
41069,속초마늘떡볶이,제과제빵떡케익,떡/한과집,제과점업,동대문구,전농1동,37.5789195433281,127.05663114727699
41230,구어줘양대창집,한식,한식/백반/한정식,한식 음식점업,성북구,삼선동,37.587952851223996,127.01746453268801
41265,지호한방삼계탕,한식,한식/백반/한정식,한식 음식점업,성북구,종암동,37.5921659444027,127.03668176028098
41269,로터리감자국,한식,부대찌개/섞어찌개,한식 음식점업,성북구,정릉1동,37.601720214778794,127.018483940917
41307,란이네먹거리,한식,한식/백반/한정식,한식 음식점업,동대문구,제기동,37.58183886111561,127.043189104361
41338,M2커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,보문동,37.5833879441766,127.020038055036
41381,이디야커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,용신동,37.5736095181775,127.04062271496099
41388,배스킨라빈스31,패스트푸드,아이스크림판매,제과점업,성북구,동선동,37.596765660503294,127.01537825062599
41472,바이로하,한식,한식/백반/한정식,한식 음식점업,동대문구,용신동,37.5717673046631,127.02472982853901
41473,옛날생각,한식,한식/백반/한정식,한식 음식점업,성북구,월곡1동,37.608726328551995,127.033285594963
41475,모마에스프레소,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,삼선동,37.5901649145479,127.014763178347
41494,경동한식,한식,한식/백반/한정식,한식 음식점업,동대문구,제기동,37.5790306472822,127.039126646871
41515,인터라켄PC방,PC/오락/당구/볼링등,인터넷PC방,컴퓨터 게임방 운영업,동대문구,장안2동,37.5750674841224,127.074261184243
41597,솔밭가든,한식,갈비/삼겹살,한식 음식점업,성북구,동선동,37.59218685234529,127.01303799763201
41656,오늘도부찌,한식,한식/백반/한정식,한식 음식점업,동대문구,장안1동,37.5711102108319,127.076347833343
41701,그린슈퍼,종합소매점,수퍼마켓,슈퍼마켓,동대문구,제기동,37.5855695716086,127.035487329067
41716,세븐일레븐,종합소매점,편의점,체인화 편의점,성북구,안암동,37.5874968108757,127.02986899367399
41730,도쿄커틀릿,양식,돈가스전문점,서양식 음식점업,성북구,동선동,37.590647643836796,127.018629373645
41757,공단마트,종합소매점,수퍼마켓,슈퍼마켓,동대문구,휘경2동,37.5838486651285,127.07260130102301
41774,무지개맥주,유흥주점,호프/맥주,기타 주점업,동대문구,회기동,37.5916288297771,127.05157901255699
41779,파스타입니다,양식,스파게티전문점,서양식 음식점업,성북구,안암동,37.58554761779239,127.030607609197
41849,동원참치,일식/수산물,참치전문점,일식 음식점업,성북구,석관동,37.60994107426279,127.05758726974399
41940,쌀편단심,한식,한식/백반/한정식,한식 음식점업,성북구,동선동,37.594994390611205,127.01799477028099
41985,홍두깨손칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,성북구,삼선동,37.591733524246294,127.013780007593
42072,펫스토리,커피점/카페,애견카페,비알콜 음료점업,성북구,안암동,37.5836166405802,127.02371477565399
42109,버거앤프라이즈,패스트푸드,패스트푸드,그외 기타 음식점업,성북구,동선동,37.596835307194205,127.01400710372499
42143,삼청각다원,커피점/카페,전통찻집/인삼찻집,비알콜 음료점업,성북구,성북동,37.5972703443488,126.98350513193998
42146,경아네,한식,한식/백반/한정식,한식 음식점업,동대문구,용신동,37.5727016364828,127.025487442374
42161,충남집,한식,한식/백반/한정식,한식 음식점업,동대문구,답십리2동,37.5667320098059,127.059343119375
42166,지노돈까스,일식/수산물,음식점-일식,일식 음식점업,동대문구,청량리동,37.5852415385162,127.050595743637
42175,태국마사지,요가/단전/마사지,안마시술소,마사지업,동대문구,장안1동,37.5617056153751,127.067476715354
42182,원조따봉하우스,분식,떡볶이전문,분식 및 김밥 전문점,동대문구,이문1동,37.5913871070022,127.056269974214
42197,신의주찹쌀순대,한식,한식/백반/한정식,한식 음식점업,동대문구,장안1동,37.5716099290605,127.074575673558
42243,돈보네숯불고기,한식,갈비/삼겹살,한식 음식점업,동대문구,장안2동,37.574623142463395,127.071606275224
42273,용두홍어,한식,한식/백반/한정식,한식 음식점업,동대문구,용신동,37.5741167343731,127.03101618308399
42300,초이스,유흥주점,룸살롱/단란주점,일반유흥 주점업,동대문구,장안2동,37.5696697526455,127.070762151357
42356,인앤인레스토랑,양식,패밀리레스토랑,서양식 음식점업,성북구,성북동,37.5916661176924,127.012184294501
42358,엠엘비,종합소매점,잡화점,그외 기타 종합 소매업,동대문구,전농1동,37.584191612424995,127.051129904848
42388,대한상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,제기동,37.5790306472822,127.039126646871
42414,식객도시락,패스트푸드,도시락전문점,한식 음식점업,동대문구,제기동,37.5866623081341,127.03579026435301
42429,경성찹쌀꽈배기,패스트푸드,도너츠전문,제과점업,성북구,길음1동,37.6093585211265,127.019267005594
42501,한번먹어봐뭐,한식,한식/백반/한정식,한식 음식점업,동대문구,답십리1동,37.5707142859495,127.05704029945
42538,우애의집,한식,한식/백반/한정식,한식 음식점업,성북구,장위1동,37.6143865569193,127.045671903176
42561,태준식탁,일식/수산물,음식점-일식,일식 음식점업,성북구,정릉4동,37.6129971152089,127.010441061275
42567,케이팝코인노래연습장,무도/유흥/가무,노래방,노래연습장 운영업,동대문구,전농1동,37.5832345840929,127.05313475560301
42596,한돌참치,일식/수산물,참치전문점,일식 음식점업,동대문구,이문2동,37.6039556582742,127.061796528605
42619,서울김밥,분식,라면김밥분식,분식 및 김밥 전문점,동대문구,장안2동,37.57108249035829,127.073959580174
42633,데브그루,취미/오락관련소매,완구점,"게임용구, 인형 및 장난감 소매업",성북구,정릉4동,37.6170719906097,127.009628131525
42828,사백집서울대패,한식,한식/백반/한정식,한식 음식점업,성북구,동선동,37.5916370448921,127.017336834834
42988,열매점빵,종합소매점,수퍼마켓,슈퍼마켓,성북구,삼선동,37.5822266983601,127.013678993212
43012,첫번째평양해장국,한식,해장국/감자탕,한식 음식점업,동대문구,답십리2동,37.5757420133454,127.06723377680099
43033,CU월곡키스트점,종합소매점,편의점,체인화 편의점,성북구,월곡2동,37.60152634228879,127.042042347703
43041,코리엔탈깻잎두마리치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,동대문구,답십리2동,37.5716995128295,127.06535972123699
43104,히요코스라이스볼,분식,라면김밥분식,분식 및 김밥 전문점,동대문구,장안2동,37.5730617916592,127.072429424707
43112,일락,유흥주점,기타일반유흥주점,일반유흥 주점업,성북구,성북동,37.593084295433705,127.000830593279
43137,연정분식,분식,라면김밥분식,분식 및 김밥 전문점,성북구,안암동,37.588208564345706,127.022216791281
43187,부영식당,한식,한식/백반/한정식,한식 음식점업,동대문구,제기동,37.581832879229495,127.043562805571
43230,세븐일레븐,종합소매점,편의점,체인화 편의점,성북구,안암동,37.5864288726049,127.024923537003
43281,칠기마라샹궈마라탕,중식,중국음식/중국집,중식 음식점업,동대문구,제기동,37.5879291287523,127.03534365335399
43291,땡자네곱창구이,한식,곱창/양구이전문,한식 음식점업,성북구,장위1동,37.615506292527,127.048206182723
43294,온달왕돈까스치킨,양식,돈가스전문점,서양식 음식점업,성북구,동선동,37.593014861951396,127.01832652095501
43321,현대보석,시계/귀금속소매,시계/귀금속,시계 및 귀금속 소매업,동대문구,장안1동,37.5716099290605,127.074575673558
43335,옛날참숯화로구이,한식,한식/백반/한정식,한식 음식점업,성북구,보문동,37.5875150640232,127.017911876542
43433,전가네김밥24시,분식,라면김밥분식,분식 및 김밥 전문점,성북구,석관동,37.604916161740896,127.06021022440001
43438,블랑제메종북악,제과제빵떡케익,제과점,제과점업,성북구,성북동,37.5947422836383,126.992360814259
43449,24시전주정통콩나물국밥,한식,한식/백반/한정식,한식 음식점업,동대문구,장안1동,37.5724344252226,127.067139184627
43525,명동보리밥전문,한식,한식/백반/한정식,한식 음식점업,성북구,석관동,37.611262337290604,127.05830681516001
43541,고려성,중식,중국음식/중국집,중식 음식점업,동대문구,회기동,37.5932297881099,127.052340029799
43547,이삭토스트,패스트푸드,토스트전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",성북구,종암동,37.6019072022586,127.03349841647801
43572,카페H,한식,한식/백반/한정식,한식 음식점업,동대문구,회기동,37.593648658938704,127.05401063423099
43580,미바드래프트,유흥주점,호프/맥주,기타 주점업,동대문구,이문1동,37.5986312507929,127.057367556518
